"";"PlotID";"Landscape_type_2";"Plot_type_3";"Date.start";"Date.end";"Duration";"Insects";"Ausgangsgewicht";"Ausgangsgewicht_trocken";"dung_wet";"dung_dry";"weight_loss";"weight_loss_percent";"elevation";"average_Temp_DL_exp";"average_Humidity_DL_exp";"average_Temp_DL";"av_prec_exp";"av_temp_exp";"Annual_P_LT";"Annual_T2AVG_LT"
"118";"6035_2_G";"c";"b";"10.05.2019";"09.06.2019";30;"no";449,5;108,24;148,05;57;51,24;47,34;434;14,85;73,41;16,84;47;16,6333333333333;805,6333333;8,686666667
"119";"6035_2_U";"c";"d";"10.05.2019";"09.06.2019";30;"yes";450,7;108,53;142,58;80,3;28,23;26,01;358;16,49;69,07;18,76;45;16,7333333333333;773,6333333;8,778333333
"120";"6035_2_U";"c";"d";"10.05.2019";"09.06.2019";30;"no";450,1;108,38;240,58;58,94;49,44;45,62;358;16,49;69,07;18,76;45;16,7333333333333;773,6333333;8,778333333
"121";"6035_3_A";"c";"c";"10.05.2019";"09.06.2019";30;"yes";450;108,36;107,61;71,57;36,79;33,95;423;14,72;74,9;16,58;47,3333333333333;16,4;796,4666667;8,546944444
"122";"6035_3_A";"c";"c";"10.05.2019";"09.06.2019";30;"no";450,5;108,48;219,97;60,95;47,53;43,81;423;14,72;74,9;16,58;47,3333333333333;16,4;796,4666667;8,546944444
"123";"6035_3_F";"c";"a";"10.05.2019";"09.06.2019";30;"yes";450,6;108,5;44,67;40,81;67,69;62,39;429;14,78;73,2;17,34;43,3333333333333;16,6333333333333;737,1333333;8,846944444
"124";"6035_3_F";"c";"a";"10.05.2019";"09.06.2019";30;"no";449,9;108,34;75,16;52,51;55,83;51,53;429;14,78;73,2;17,34;43,3333333333333;16,6333333333333;737,1333333;8,846944444
"125";"6035_3_U";"c";"d";"10.05.2019";"09.06.2019";30;"yes";450,5;108,48;110,76;53,3;55,18;50,87;343;15,35;74,55;17,3;44,3333333333333;16,8333333333333;731,6333333;8,929722222
"126";"6035_3_U";"c";"d";"10.05.2019";"09.06.2019";30;"no";450;108,36;236,06;69,2;39,16;36,14;343;15,35;74,55;17,3;44,3333333333333;16,8333333333333;731,6333333;8,929722222
"127";"6122_4_A";"a";"c";"14.05.2019";"12.06.2019";29;"yes";450,1;108,38;102,13;92,16;16,22;14,97;358;15,23;75,84;16,73;59;16,2;850,6333333;9,173333333
"128";"6122_4_A";"a";"c";"14.05.2019";"12.06.2019";29;"no";449,7;108,29;77,1;69,96;38,33;35,39;358;15,23;75,84;16,73;59;16,2;850,6333333;9,173333333
"129";"6122_4_F";"a";"a";"14.05.2019";"12.06.2019";29;"yes";449,5;108,24;96,72;86,81;21,43;19,8;314;15;78,43;16,73;56,3333333333333;16,7;790,3666667;9,6025
"130";"6122_4_F";"a";"a";"14.05.2019";"12.06.2019";29;"no";449,9;108,34;89,06;81,09;27,25;25,15;314;15;78,43;16,73;56,3333333333333;16,7;790,3666667;9,6025
"131";"6122_4_G";"a";"b";"14.05.2019";"12.06.2019";29;"yes";449,5;108,24;102,64;92,06;16,18;14,95;422;16,04;73,37;17,34;61,3333333333333;15,8333333333333;898,2666667;8,843055556
"132";"6122_4_G";"a";"b";"14.05.2019";"12.06.2019";29;"no";450;108,36;89,72;81,34;27,02;24,94;422;16,04;73,37;17,34;61,3333333333333;15,8333333333333;898,2666667;8,843055556
"133";"6123_1_A";"a";"c";"14.05.2019";"12.06.2019";29;"yes";450;108,36;92,42;83,19;25,17;23,23;313;15,2;77,95;17,1;57,6666666666667;16,5666666666667;813,6333333;9,407777778
"134";"6123_1_A";"a";"c";"14.05.2019";"12.06.2019";29;"no";450;108,36;80,3;72,5;35,86;33,09;313;15,2;77,95;17,1;57,6666666666667;16,5666666666667;813,6333333;9,407777778
"135";"6123_1_F";"a";"a";"14.05.2019";"12.06.2019";29;"yes";450;108,36;51,91;46,63;61,73;56,97;262;14,14;83,55;15,43;57,6666666666667;16,5666666666667;813,6333333;9,407777778
"136";"6123_1_F";"a";"a";"14.05.2019";"12.06.2019";29;"no";449,7;108,29;65,34;59,32;48,97;45,22;262;14,14;83,55;15,43;57,6666666666667;16,5666666666667;813,6333333;9,407777778
"137";"6123_1_G";"a";"b";"14.05.2019";"12.06.2019";29;"yes";449,8;108,31;96,95;87,41;20,9;19,3;342;15,82;77,53;17,37;59;16,2666666666667;868,1333333;9,095555556
"138";"6123_1_G";"a";"b";"14.05.2019";"12.06.2019";29;"no";449,6;108,26;75,7;69,08;39,18;36,19;342;15,82;77,53;17,37;59;16,2666666666667;868,1333333;9,095555556
"139";"6125_2_A";"a";"c";"13.05.2019";"11.06.2019";29;"yes";449,8;108,31;205,25;64,36;43,95;40,58;317;16,12;73,1;17,71;68;16,5666666666667;705,8666667;9,294722222
"140";"6125_2_A";"a";"c";"13.05.2019";"11.06.2019";29;"no";450;108,36;89,69;82,27;26,09;24,08;317;16,12;73,1;17,71;68;16,5666666666667;705,8666667;9,294722222
"141";"6125_2_F";"a";"a";"13.05.2019";"11.06.2019";29;"yes";450,3;108,43;362,45;85;23,43;21,61;272;14,46;79,38;15,94;67;16,7666666666667;690,4;9,45
"142";"6125_2_F";"a";"a";"13.05.2019";"11.06.2019";29;"no";450;108,36;292,3;69,9;38,46;35,49;272;14,46;79,38;15,94;67;16,7666666666667;690,4;9,45
"143";"6125_2_U";"a";"d";"13.05.2019";"11.06.2019";29;"yes";450,4;108,46;312,62;95,05;13,41;12,36;279;16,39;71,67;17,95;61,3333333333333;17,3666666666667;625,2666667;9,92
"144";"6125_2_U";"a";"d";"13.05.2019";"11.06.2019";29;"no";449,5;108,24;327,84;84,23;24,01;22,18;279;16,39;71,67;17,95;61,3333333333333;17,3666666666667;625,2666667;9,92
"145";"6131_1_A";"c";"c";"15.05.2019";"13.06.2019";29;"yes";450;108,36;150,48;62,81;45,55;42,04;293;16,92;76,29;17,99;54,3333333333333;17;678,7;9,416666667
"146";"6131_1_A";"c";"c";"15.05.2019";"13.06.2019";29;"no";450,7;108,53;262,9;86,05;22,48;20,71;293;16,92;76,29;17,99;54,3333333333333;17;678,7;9,416666667
"147";"6131_1_F";"c";"a";"15.05.2019";"13.06.2019";29;"yes";450,6;108,5;264,67;62,42;46,08;42,47;282;15,79;79,25;16,81;55,3333333333333;16,9666666666667;683,8333333;9,4325
"148";"6131_1_F";"c";"a";"15.05.2019";"13.06.2019";29;"no";450,5;108,48;433,96;95,01;13,47;12,42;282;15,79;79,25;16,81;55,3333333333333;16,9666666666667;683,8333333;9,4325
"149";"6131_1_U";"c";"d";"16.05.2019";"13.06.2019";28;"yes";450,5;108,48;274,2;89,41;19,07;17,58;302;17,38;72,26;20,39;56;16,8666666666667;702,4666667;9,279166667
"150";"6131_1_U";"c";"d";"16.05.2019";"13.06.2019";28;"no";450,3;108,43;415,04;96,15;12,28;11,33;302;17,38;72,26;20,39;56;16,8666666666667;702,4666667;9,279166667
"151";"6137_4_A";"a";"c";"13.05.2019";"12.06.2019";30;"yes";449,7;108,29;206,28;75,98;32,31;29,84;565;14,61;77,88;18,18;51,6666666666667;16;833,8333333;7,903333333
"152";"6137_4_A";"a";"c";"13.05.2019";"12.06.2019";30;"no";450,7;108,53;267,58;58;50,53;46,56;565;14,61;77,88;18,18;51,6666666666667;16;833,8333333;7,903333333
"153";"6137_4_F";"a";"a";"13.05.2019";"12.06.2019";30;"yes";450,6;108,5;134,63;59,77;48,73;44,91;550;14,5;76,39;16,62;50,3333333333333;16,1;803,9666667;8,087222222
"154";"6137_4_F";"a";"a";"13.05.2019";"12.06.2019";30;"no";450,5;108,48;140,11;48,87;59,61;54,95;550;14,5;76,39;16,62;50,3333333333333;16,1;803,9666667;8,087222222
"155";"6137_4_G";"a";"b";"13.05.2019";"12.06.2019";30;"yes";449,6;108,26;139,87;80,52;27,74;25,63;508;15,71;71,4;17,99;49;16,2;780,0666667;8,173611111
"156";"6137_4_G";"a";"b";"13.05.2019";"12.06.2019";30;"no";450,1;108,38;186,62;72,2;36,18;33,39;508;15,71;71,4;17,99;49;16,2;780,0666667;8,173611111
"157";"6224_2_A";"b";"c";"14.05.2019";"12.06.2019";29;"yes";449,8;108,31;102,66;92,84;15,47;14,28;242;14,94;79,13;16,04;59;17,4333333333333;636,7;9,95
"158";"6224_2_A";"b";"c";"14.05.2019";"12.06.2019";29;"no";450,2;108,41;74,36;67,71;40,7;37,54;242;14,94;79,13;16,04;59;17,4333333333333;636,7;9,95
"159";"6224_2_F";"b";"a";"14.05.2019";"12.06.2019";29;"yes";450,6;108,5;105,72;95,59;12,91;11,9;281;14,9;81,83;16,05;64,3333333333333;16,9333333333333;699,6333333;9,531388889
"160";"6224_2_F";"b";"a";"14.05.2019";"12.06.2019";29;"no";450;108,36;90,21;81,79;26,57;24,52;281;14,9;81,83;16,05;64,3333333333333;16,9333333333333;699,6333333;9,531388889
"161";"6224_2_U";"b";"d";"14.05.2019";"12.06.2019";29;"yes";449,5;108,24;108,38;98,13;10,11;9,34;299;16,88;70,26;18,22;59,3333333333333;17,2;648,5;9,671111111
"162";"6224_2_U";"b";"d";"14.05.2019";"12.06.2019";29;"no";449,9;108,34;90,68;81,57;26,77;24,71;299;16,88;70,26;18,22;59,3333333333333;17,2;648,5;9,671111111
"163";"6225_2_A";"c";"c";"13.05.2019";"11.06.2019";29;"yes";450,5;108,48;106,36;96,08;12,4;11,43;272;16,09;72,53;17,58;49,3333333333333;17,9;565;10,23277778
"164";"6225_2_A";"c";"c";"13.05.2019";"11.06.2019";29;"no";449,7;108,29;307,63;82,55;25,74;23,77;272;16,09;72,53;17,58;49,3333333333333;17,9;565;10,23277778
"165";"6225_2_F";"c";"a";"13.05.2019";"11.06.2019";29;"yes";450;108,36;185,53;57,99;50,37;46,48;279;16,47;72,22;18;52,6666666666667;17,8666666666667;624,6;10,18055556
"166";"6225_2_F";"c";"a";"13.05.2019";"11.06.2019";29;"no";449,8;108,31;64,04;58,99;49,32;45,54;279;16,47;72,22;18;52,6666666666667;17,8666666666667;624,6;10,18055556
"167";"6225_2_U";"c";"d";"13.05.2019";"11.06.2019";29;"yes";449,8;108,31;117,3;106,56;1,75;1,62;180;16,45;73,74;17,83;48,6666666666667;18,1;608,8;10,30861111
"168";"6225_2_U";"c";"d";"13.05.2019";"11.06.2019";29;"no";450,4;108,46;328,42;79,64;28,82;26,57;180;16,45;73,74;17,83;48,6666666666667;18,1;608,8;10,30861111
"169";"6231_4_A";"a";"c";"15.05.2019";"11.06.2019";27;"yes";449,8;108,31;200,07;101,3;7,01;6,47;261;17,44;74,18;18,36;56,3333333333333;17,5666666666667;663,6333333;9,685833333
"170";"6231_4_A";"a";"c";"15.05.2019";"11.06.2019";27;"no";449,8;108,31;279,77;98,95;9,36;8,64;261;17,44;74,18;18,36;56,3333333333333;17,5666666666667;663,6333333;9,685833333
"171";"6231_4_F";"a";"a";"15.05.2019";"11.06.2019";27;"yes";450,5;108,48;158,28;77,37;31,11;28,68;292;15,77;76,37;16,82;58,6666666666667;17,4666666666667;691,8;9,575555556
"172";"6231_4_F";"a";"a";"15.05.2019";"11.06.2019";27;"no";450,4;108,46;271,46;67;41,46;38,22;292;15,77;76,37;16,82;58,6666666666667;17,4666666666667;691,8;9,575555556
"173";"6231_4_G";"a";"b";"15.05.2019";"11.06.2019";27;"yes";450,8;108,55;301,92;91,67;16,88;15,55;290;16,52;74,99;18,46;59;17,5;718,3666667;9,578055556
"174";"6231_4_G";"a";"b";"15.05.2019";"11.06.2019";27;"no";449,9;108,34;346,1;80,4;27,94;25,79;290;16,52;74,99;18,46;59;17,5;718,3666667;9,578055556
"175";"6234_2_A";"a";"c";"13.05.2019";"12.06.2019";30;"yes";450,2;108,41;79,3;67,19;41,22;38,02;464;15,37;75,58;16,62;52,6666666666667;16,6;875,5666667;8,710833333
"176";"6234_2_A";"a";"c";"13.05.2019";"12.06.2019";30;"no";450,7;108,53;80,58;59,22;49,31;45,43;464;15,37;75,58;16,62;52,6666666666667;16,6;875,5666667;8,710833333
"177";"6234_2_F";"a";"a";"13.05.2019";"12.06.2019";30;"yes";450,5;108,48;89,67;77,7;30,78;28,37;474;14,52;75,03;15,81;50;16,2333333333333;921,2;8,339166667
"178";"6234_2_F";"a";"a";"13.05.2019";"12.06.2019";30;"no";450,7;108,53;103,62;78,86;29,67;27,34;474;14,52;75,03;15,81;50;16,2333333333333;921,2;8,339166667
"179";"6234_2_G";"a";"b";"13.05.2019";"12.06.2019";30;"yes";450,6;108,5;122,38;75,38;33,12;30,53;450;14,61;76,84;15,81;55,3333333333333;16,3;941,8;8,420277778
"180";"6234_2_G";"a";"b";"13.05.2019";"12.06.2019";30;"no";450,1;108,38;214,33;57,15;51,23;47,27;450;14,61;76,84;15,81;55,3333333333333;16,3;941,8;8,420277778
"181";"6327_2_A";"b";"c";"16.05.2019";"16.06.2019";31;"yes";450,5;108,48;223,03;93,53;14,95;13,78;277;16,99;74,95;17,86;64,6666666666667;17,3;624,8333333;9,739166667
"182";"6327_2_A";"b";"c";"16.05.2019";"16.06.2019";31;"no";450;108,36;253,72;84,13;24,23;22,36;277;16,99;74,95;17,86;64,6666666666667;17,3;624,8333333;9,739166667
"183";"6327_2_G";"b";"b";"16.05.2019";"16.06.2019";31;"yes";450,4;108,46;314,15;89,01;19,45;17,93;294;16,11;78,17;17,04;64;17,1;641,6666667;9,568611111
"184";"6327_2_G";"b";"b";"16.05.2019";"16.06.2019";31;"no";450,3;108,43;363,97;82,46;25,97;23,95;294;16,11;78,17;17,04;64;17,1;641,6666667;9,568611111
"185";"6327_2_U";"b";"d";"16.05.2019";"16.06.2019";31;"yes";450,4;108,46;288,28;81,8;26,66;24,58;263;16,5;78,32;17,14;61;17,3666666666667;615,5;9,763611111
"186";"6327_2_U";"b";"d";"16.05.2019";"16.06.2019";31;"no";449,6;108,26;309,8;72,16;36,1;33,35;263;16,5;78,32;17,14;61;17,3666666666667;615,5;9,763611111
"187";"6532_3_A";"c";"c";"14.05.2019";"11.06.2019";28;"yes";450,3;108,43;156,03;86,52;21,91;20,21;331;16,64;71,99;17,79;57,6666666666667;17,2333333333333;646,9;9,428888889
"188";"6532_3_A";"c";"c";"14.05.2019";"11.06.2019";28;"no";449,7;108,29;183,18;86,84;21,45;19,81;331;16,64;71,99;17,79;57,6666666666667;17,2333333333333;646,9;9,428888889
"189";"6532_3_F";"c";"a";"14.05.2019";"11.06.2019";28;"yes";449,5;108,24;151,11;91,84;16,4;15,15;323;15,73;76,02;16,95;55;17,5333333333333;608,8333333;9,659166667
"190";"6532_3_F";"c";"a";"14.05.2019";"11.06.2019";28;"no";449,2;108,17;197,41;89,9;18,27;16,89;323;15,73;76,02;16,95;55;17,5333333333333;608,8333333;9,659166667
"191";"6532_3_U";"c";"d";"14.05.2019";"11.06.2019";28;"yes";449,3;108,19;169,55;93,82;14,37;13,28;320;17,12;70,6;18,42;56,6666666666667;17,4;616,7;9,5925
"192";"6532_3_U";"c";"d";"14.05.2019";"11.06.2019";28;"no";449,2;108,17;187,67;90,77;17,4;16,08;320;17,12;70,6;18,42;56,6666666666667;17,4;616,7;9,5925
"193";"6533_4_F";"a";"a";"14.05.2019";"11.06.2019";28;"yes";450,6;108,5;130,41;95,91;12,59;11,61;410;12,71;76,26;16,65;71,3333333333333;16,6333333333333;820,1666667;8,924444444
"194";"6533_4_F";"a";"a";"14.05.2019";"11.06.2019";28;"no";449,6;108,26;134,59;102,4;5,86;5,42;410;12,71;76,26;16,65;71,3333333333333;16,6333333333333;820,1666667;8,924444444
"195";"6533_4_G";"a";"b";"14.05.2019";"11.06.2019";28;"yes";450,2;108,41;159,98;83,58;24,83;22,9;354;13,46;78,31;17,38;72;16,6333333333333;828,5666667;9,065
"196";"6533_4_G";"a";"b";"14.05.2019";"11.06.2019";28;"no";449,5;108,24;211,82;79,49;28,75;26,56;354;13,46;78,31;17,38;72;16,6333333333333;828,5666667;9,065
"197";"6533_4_U";"a";"d";"14.05.2019";"11.06.2019";28;"yes";450,2;108,41;146,24;85,96;22,45;20,71;393;13,23;77,52;16,81;71,3333333333333;16,5666666666667;814,6666667;8,936111111
"198";"6533_4_U";"a";"d";"14.05.2019";"11.06.2019";28;"no";449,2;108,17;188,28;81,76;26,41;24,41;393;13,23;77,52;16,81;71,3333333333333;16,5666666666667;814,6666667;8,936111111
"199";"6836_3_A";"b";"c";"15.05.2019";"13.06.2019";29;"yes";450,2;108,41;137,35;72,09;36,32;33,5;542;15,57;73,59;16,53;61,3333333333333;16,5;826,9666667;8,335833333
"200";"6836_3_A";"b";"c";"15.05.2019";"13.06.2019";29;"no";449,7;108,29;221,53;76,72;31,57;29,15;542;15,57;73,59;16,53;61,3333333333333;16,5;826,9666667;8,335833333
"201";"6836_3_F";"b";"a";"15.05.2019";"13.06.2019";29;"yes";450,7;108,53;162,35;81,67;26,86;24,75;570;14,72;75,55;15,76;60;16,5333333333333;837,6666667;8,273611111
"202";"6836_3_F";"b";"a";"15.05.2019";"13.06.2019";29;"no";450,2;108,41;221,21;81,46;26,95;24,86;570;14,72;75,55;15,76;60;16,5333333333333;837,6666667;8,273611111
"203";"6836_3_G";"b";"b";"15.05.2019";"13.06.2019";29;"yes";450,7;108,53;97,23;83,81;24,72;22,78;565;15,17;75,76;16,32;61;16,5333333333333;827,2;8,301111111
"204";"6836_3_G";"b";"b";"15.05.2019";"13.06.2019";29;"no";449,6;108,26;157,13;84,81;23,45;21,66;565;15,17;75,76;16,32;61;16,5333333333333;827,2;8,301111111
"205";"6934_1_A";"b";"c";"17.05.2019";"13.06.2019";27;"yes";449,7;108,29;117,27;81,05;27,24;25,15;523;NA;NA;NA;76;16,5;834,1;8,583611111
"206";"6934_1_A";"b";"c";"17.05.2019";"13.06.2019";27;"no";450,5;108,48;200,26;87,72;20,76;19,14;523;NA;NA;NA;76;16,5;834,1;8,583611111
"207";"6934_1_F";"b";"a";"17.05.2019";"13.06.2019";27;"yes";449,3;108,19;94,68;86,26;21,93;20,27;506;15,71;74,13;16,22;65,3333333333333;17,2;690,7333333;9,151111111
"208";"6934_1_F";"b";"a";"17.05.2019";"13.06.2019";27;"no";450,5;108,48;100,57;91,54;16,94;15,62;506;15,71;74,13;16,22;65,3333333333333;17,2;690,7333333;9,151111111
"209";"6934_1_G";"b";"b";"17.05.2019";"13.06.2019";27;"yes";449,7;108,29;99,85;85,56;22,73;20,99;465;16,05;75,46;17,3;73;16,6666666666667;794,6666667;8,728055556
"210";"6934_1_G";"b";"b";"17.05.2019";"13.06.2019";27;"no";450,5;108,48;140,88;89,75;18,73;17,27;465;16,05;75,46;17,3;73;16,6666666666667;794,6666667;8,728055556
"211";"6938_4_A";"c";"c";"18.05.2019";"20.06.2019";33;"yes";450,4;108,46;103,82;77,71;30,75;28,35;343;18,22;67,68;17,6;67,3333333333333;17,9333333333333;653,9666667;9,454444444
"212";"6938_4_A";"c";"c";"18.05.2019";"20.06.2019";33;"no";450,4;108,46;208,54;68,33;40,13;37;343;18,22;67,68;17,6;67,3333333333333;17,9333333333333;653,9666667;9,454444444
"213";"6938_4_G";"c";"b";"18.05.2019";"20.06.2019";33;"yes";450;108,36;177,24;64,58;43,78;40,4;363;18,89;70,36;18,2;72,6666666666667;17,7333333333333;680,3;9,281666667
"214";"6938_4_G";"c";"b";"18.05.2019";"20.06.2019";33;"no";450,2;108,41;146,57;57,17;51,24;47,26;363;18,89;70,36;18,2;72,6666666666667;17,7333333333333;680,3;9,281666667
"215";"6938_4_U";"c";"d";"18.05.2019";"20.06.2019";33;"yes";450;108,36;69,24;50,04;58,32;53,82;365;18,74;64,45;18,11;69,3333333333333;17,7;699,9666667;9,3825
"216";"6938_4_U";"c";"d";"18.05.2019";"20.06.2019";33;"no";450,3;108,43;233,53;61,14;47,29;43,61;365;18,74;64,45;18,11;69,3333333333333;17,7;699,9666667;9,3825
"217";"6945_2_F";"a";"a";"17.05.2019";"13.06.2019";27;"yes";450,2;108,41;207,55;87,38;21,03;19,4;1122;13,14;77,09;13,63;86,3333333333333;12,7333333333333;1401,833333;4,966944444
"218";"6945_2_F";"a";"a";"17.05.2019";"13.06.2019";27;"no";450,4;108,46;365,73;99,44;9,02;8,31;1122;13,14;77,09;13,63;86,3333333333333;12,7333333333333;1401,833333;4,966944444
"219";"6945_2_G";"a";"b";"17.05.2019";"13.06.2019";27;"yes";449,7;108,29;110,48;49,21;59,08;54,56;656;15,07;78,91;15,65;72,6666666666667;15,8;1153,3;7,490277778
"220";"6945_2_G";"a";"b";"17.05.2019";"13.06.2019";27;"no";450,3;108,43;229,31;59,88;48,55;44,78;656;15,07;78,91;15,65;72,6666666666667;15,8;1153,3;7,490277778
"221";"6945_2_N";"a";"a";"17.05.2019";"13.06.2019";27;"yes";450,3;108,43;118,82;100,55;7,88;7,27;932;15,3;71,38;15,85;84,6666666666667;14,3333333333333;1349,033333;6,330277778
"222";"6945_2_N";"a";"a";"17.05.2019";"13.06.2019";27;"no";450,4;108,46;155,82;105,81;2,65;2,44;932;15,3;71,38;15,85;84,6666666666667;14,3333333333333;1349,033333;6,330277778
"223";"7036_4_A";"a";"c";"15.05.2019";"12.06.2019";28;"yes";450,2;108,41;156,07;70,14;38,27;35,3;462;15,03;75,35;16,79;59,3333333333333;17;758,5;8,981944444
"224";"7036_4_A";"a";"c";"15.05.2019";"12.06.2019";28;"no";450,6;108,5;292,63;83,03;25,47;23,48;462;15,03;75,35;16,79;59,3333333333333;17;758,5;8,981944444
"225";"7036_4_F";"a";"a";"15.05.2019";"12.06.2019";28;"yes";449,2;108,17;214,19;73,12;35,05;32,4;511;15,4;73,74;16,4;59,6666666666667;16,9;773,6;8,923611111
"226";"7036_4_F";"a";"a";"15.05.2019";"12.06.2019";28;"no";450;108,36;272,58;79,2;29,16;26,91;511;15,4;73,74;16,4;59,6666666666667;16,9;773,6;8,923611111
"227";"7036_4_G";"a";"b";"15.05.2019";"12.06.2019";28;"yes";449,4;108,22;170,39;76,04;32,18;29,73;464;14,96;75,11;15,84;58,6666666666667;17;758,3666667;8,984166667
"228";"7036_4_G";"a";"b";"15.05.2019";"12.06.2019";28;"no";450,3;108,43;203,44;74,7;33,73;31,11;464;14,96;75,11;15,84;58,6666666666667;17;758,3666667;8,984166667
"229";"7143_4_F";"c";"b";"17.05.2019";"13.06.2019";27;"yes";450,5;108,48;72,94;63,41;45,07;41,55;373;17,28;72,42;18,04;74;17,0666666666667;960,3;8,765
"230";"7143_4_F";"c";"b";"17.05.2019";"13.06.2019";27;"no";450,1;108,38;177,71;97,68;10,7;9,88;373;17,28;72,42;18,04;74;17,0666666666667;960,3;8,765
"231";"7143_4_G";"c";"b";"17.05.2019";"13.06.2019";27;"yes";449,2;108,17;101,81;78,6;29,57;27,33;310;19,71;81,89;18,84;68;17,5;905,6;9,134444444
"232";"7143_4_G";"c";"b";"17.05.2019";"13.06.2019";27;"no";450,7;108,53;149,68;77,95;30,58;28,18;310;19,71;81,89;18,84;68;17,5;905,6;9,134444444
"233";"7143_4_U";"c";"d";"17.05.2019";"13.06.2019";27;"yes";450,3;108,43;110,37;63,25;45,18;41,67;377;19,88;68,49;19,5;72,3333333333333;17,3;949;8,939166667
"234";"7143_4_U";"c";"d";"17.05.2019";"13.06.2019";27;"no";450,7;108,53;211,94;76,64;31,89;29,38;377;19,88;68,49;19,5;72,3333333333333;17,3;949;8,939166667
"235";"7147_1_F";"a";"a";"17.05.2019";"11.06.2019";25;"yes";450,2;108,41;208,54;60,71;47,7;44;829;14,21;81,93;14,32;85,6666666666667;14,9666666666667;1195,666667;6,983888889
"236";"7147_1_F";"a";"a";"17.05.2019";"11.06.2019";25;"no";449,4;108,22;151,21;49,46;58,76;54,29;829;14,21;81,93;14,32;85,6666666666667;14,9666666666667;1195,666667;6,983888889
"237";"7147_1_G";"a";"b";"17.05.2019";"11.06.2019";25;"yes";450,3;108,43;287,12;73,58;34,85;32,14;679;14,37;79,51;14,8;81,3333333333333;15,5;1088,4;7,415277778
