"";"PlotID";"Landscape_type_2";"Plot_type_3";"Date.start";"Date.end";"Duration";"Insects";"Ausgangsgewicht";"Ausgangsgewicht_trocken";"dung_wet";"dung_dry";"weight_loss";"weight_loss_percent";"elevation";"average_Temp_DL_exp";"average_Humidity_DL_exp";"average_Temp_DL";"av_prec_exp";"av_temp_exp";"Annual_P_LT";"Annual_T2AVG_LT"
"238";"7147_1_G";"a";"b";"17.05.2019";"11.06.2019";25;"no";450,8;108,55;395,62;86,36;22,19;20,44;679;14,37;79,51;14,8;81,3333333333333;15,5;1088,4;7,415277778
"239";"7147_1_N";"a";"a";"17.05.2019";"11.06.2019";25;"yes";450,7;108,53;195,38;54,98;53,55;49,34;858;NA;NA;NA;84,3333333333333;15,0666666666667;1181,066667;7,083611111
"240";"7147_1_N";"a";"a";"17.05.2019";"11.06.2019";25;"no";449,3;108,19;210,24;56,29;51,9;47,97;858;NA;NA;NA;84,3333333333333;15,0666666666667;1181,066667;7,083611111
"241";"7246_1_A";"a";"c";"17.05.2019";"11.06.2019";25;"yes";449,7;108,29;254,3;72,92;35,37;32,66;453;16,22;79,47;16,88;72;16,9666666666667;1001,566667;8,477222222
"242";"7246_1_A";"a";"c";"17.05.2019";"11.06.2019";25;"no";449,6;108,26;372,49;79,89;28,37;26,21;453;16,22;79,47;16,88;72;16,9666666666667;1001,566667;8,477222222
"243";"7246_1_F";"a";"a";"17.05.2019";"11.06.2019";25;"yes";450,8;108,55;350,9;92,42;16,13;14,86;536;15,62;78,2;16,1;78,6666666666667;16,3666666666667;1085,5;7,988888889
"244";"7246_1_F";"a";"a";"17.05.2019";"11.06.2019";25;"no";449,6;108,26;350,45;93,05;15,21;14,05;536;15,62;78,2;16,1;78,6666666666667;16,3666666666667;1085,5;7,988888889
"245";"7246_1_G";"a";"b";"17.05.2019";"11.06.2019";25;"yes";450,5;108,48;280,28;85,2;23,28;21,46;437;15,79;78,6;16,22;79;16,6666666666667;1058,3;8,223888889
"246";"7246_1_G";"a";"b";"17.05.2019";"11.06.2019";25;"no";450,6;108,5;380;97,99;10,51;9,69;437;15,79;78,6;16,22;79;16,6666666666667;1058,3;8,223888889
"247";"7332_3_A";"b";"c";"16.05.2019";"15.06.2019";30;"yes";450,5;108,48;143,53;80,96;27,52;25,37;446;16;77,18;16,61;92,3333333333333;16,7333333333333;746;9,052777778
"248";"7332_3_A";"b";"c";"16.05.2019";"15.06.2019";30;"no";450;108,36;168,29;77,68;30,68;28,31;446;16;77,18;16,61;92,3333333333333;16,7333333333333;746;9,052777778
"249";"7332_3_F";"b";"a";"16.05.2019";"15.06.2019";30;"yes";449,5;108,24;158,49;66,91;41,33;38,18;485;15,47;76,21;16,1;97;16,6;774,4;8,961111111
"250";"7332_3_F";"b";"a";"16.05.2019";"15.06.2019";30;"no";450,4;108,46;286,96;82,5;25,96;23,93;485;15,47;76,21;16,1;97;16,6;774,4;8,961111111
"251";"7332_3_G";"b";"b";"16.05.2019";"15.06.2019";30;"yes";450,6;108,5;203,41;86,83;21,67;19,98;429;16,02;77,09;16,64;93;16,7333333333333;739,5666667;9,061111111
"252";"7332_3_G";"b";"b";"16.05.2019";"15.06.2019";30;"no";450,1;108,38;159,66;60,33;48,05;44,34;429;16,02;77,09;16,64;93;16,7333333333333;739,5666667;9,061111111
"253";"7437_1_A";"b";"c";"16.05.2019";"12.06.2019";27;"yes";449,9;108,34;245,72;85,88;22,46;20,73;499;16,71;79,77;17,3;80;16,6333333333333;847,0666667;8,857222222
"254";"7437_1_A";"b";"c";"16.05.2019";"12.06.2019";27;"no";450,6;108,5;257,48;83,1;25,4;23,41;499;16,71;79,77;17,3;80;16,6333333333333;847,0666667;8,857222222
"255";"7437_1_F";"b";"a";"16.05.2019";"12.06.2019";27;"yes";449,8;108,31;261,78;82,41;25,9;23,91;498;15,45;79,1;16,26;82;16,5666666666667;852,6333333;8,845555556
"256";"7437_1_F";"b";"a";"16.05.2019";"12.06.2019";27;"no";449,9;108,34;325,55;80,78;27,56;25,44;498;15,45;79,1;16,26;82;16,5666666666667;852,6333333;8,845555556
"257";"7437_1_G";"b";"b";"16.05.2019";"12.06.2019";27;"yes";450,4;108,46;253,86;74,27;34,19;31,52;520;16,44;76,19;17,19;83;16,5666666666667;859,8;8,795555556
"258";"7437_1_G";"b";"b";"16.05.2019";"12.06.2019";27;"no";450,5;108,48;264,22;63,51;44,97;41,45;520;16,44;76,19;17,19;83;16,5666666666667;859,8;8,795555556
"259";"7446_1_F";"c";"a";"16.05.2019";"11.06.2019";26;"yes";450,6;108,5;136;99,1;9,4;8,67;468;16,22;77,83;16,83;91,3333333333333;17,7;885,9;9,130555556
"260";"7446_1_F";"c";"a";"16.05.2019";"11.06.2019";26;"no";449,4;108,22;194,76;105,09;3,13;2,89;468;16,22;77,83;16,83;91,3333333333333;17,7;885,9;9,130555556
"261";"7446_1_G";"c";"b";"16.05.2019";"11.06.2019";26;"yes";450;108,36;105,14;77,02;31,34;28,92;385;17;76,2;17,63;84;17,8666666666667;879,5666667;9,313611111
"262";"7446_1_G";"c";"b";"16.05.2019";"11.06.2019";26;"no";450;108,36;79,01;45,5;62,86;58,01;385;17;76,2;17,63;84;17,8666666666667;879,5666667;9,313611111
"263";"7446_1_U";"c";"d";"16.05.2019";"11.06.2019";26;"yes";449,6;108,26;99,33;74,31;33,95;31,36;321;16,16;78,38;16,86;76;18,3;850,2;9,646666667
"264";"7446_1_U";"c";"d";"16.05.2019";"11.06.2019";26;"no";450,1;108,38;177,85;79,17;29,21;26,95;321;16,16;78,38;16,86;76;18,3;850,2;9,646666667
"265";"7544_2_A";"b";"c";"16.05.2019";"12.06.2019";27;"yes";449,9;108,34;162,53;93,15;15,19;14,02;432;15,83;104,03;17,11;83,6666666666667;17,2333333333333;856,8;9,042777778
"266";"7544_2_A";"b";"c";"16.05.2019";"12.06.2019";27;"no";450,2;108,41;205,58;101,78;6,63;6,11;432;15,83;104,03;17,11;83,6666666666667;17,2333333333333;856,8;9,042777778
"267";"7544_2_F";"b";"a";"16.05.2019";"12.06.2019";27;"yes";450,8;108,55;163;99,53;9,02;8,31;474;16,74;74,51;17,26;86;17,2666666666667;850,8;9,0625
"268";"7544_2_F";"b";"a";"16.05.2019";"12.06.2019";27;"no";449,2;108,17;159,28;101,49;6,68;6,17;474;16,74;74,51;17,26;86;17,2666666666667;850,8;9,0625
"269";"7544_2_G";"b";"b";"16.05.2019";"12.06.2019";27;"yes";450,7;108,53;193,42;68,7;39,83;36,7;421;16,66;76,97;17,28;84,3333333333333;17,2;866,2666667;9,006388889
"270";"7544_2_G";"b";"b";"16.05.2019";"12.06.2019";27;"no";450,2;108,41;252,26;69,02;39,39;36,33;421;16,66;76,97;17,28;84,3333333333333;17,2;866,2666667;9,006388889
"271";"7545_2_A";"b";"c";"16.05.2019";"12.06.2019";27;"yes";449,2;108,17;154,05;77,18;30,99;28,65;331;NA;NA;NA;90,6666666666667;17,8333333333333;832,3666667;9,351111111
"272";"7545_2_A";"b";"c";"16.05.2019";"12.06.2019";27;"no";449,4;108,22;268,89;85,55;22,67;20,94;331;NA;NA;NA;90,6666666666667;17,8333333333333;832,3666667;9,351111111
"273";"7545_2_F";"b";"a";"16.05.2019";"12.06.2019";27;"yes";449,6;108,26;183,67;87,26;21;19,4;393;16,08;82,17;16,77;89,3333333333333;17,8;846,5;9,320833333
"274";"7545_2_F";"b";"a";"16.05.2019";"12.06.2019";27;"no";449,3;108,19;175,57;64,34;43,85;40,53;393;16,08;82,17;16,77;89,3333333333333;17,8;846,5;9,320833333
"275";"7545_2_U";"b";"d";"16.05.2019";"12.06.2019";27;"yes";450,2;108,41;187,55;76,33;32,08;29,59;342;17,26;76,19;17,78;89;17,9333333333333;834,4;9,409444444
"276";"7545_2_U";"b";"d";"16.05.2019";"12.06.2019";27;"no";449,6;108,26;NA;NA;NA;NA;342;17,26;76,19;17,78;89;17,9333333333333;834,4;9,409444444
"277";"7546_3_A";"b";"c";"16.05.2019";"12.06.2019";27;"yes";450,3;108,43;166,13;80,05;28,38;26,18;304;17,76;78,41;17,94;84,3333333333333;18,0333333333333;778,1333333;9,576944444
"278";"7546_3_A";"b";"c";"16.05.2019";"12.06.2019";27;"no";449,8;108,31;216,7;75,26;33,05;30,52;304;17,76;78,41;17,94;84,3333333333333;18,0333333333333;778,1333333;9,576944444
"279";"7546_3_G";"b";"b";"16.05.2019";"12.06.2019";27;"yes";450,6;108,5;213,96;94,66;13,84;12,76;312;17,88;74,98;18,12;88,6666666666667;18,0333333333333;784,3;9,565833333
"280";"7546_3_G";"b";"b";"16.05.2019";"12.06.2019";27;"no";450,4;108,46;301,47;85,97;22,49;20,73;312;17,88;74,98;18,12;88,6666666666667;18,0333333333333;784,3;9,565833333
"281";"7546_3_U";"b";"d";"16.05.2019";"12.06.2019";27;"yes";450,4;108,46;94,37;57;51,46;47,44;309;17,99;73,09;18,1;87,6666666666667;17,9666666666667;783,9333333;9,562222222
"282";"7546_3_U";"b";"d";"16.05.2019";"12.06.2019";27;"no";450,6;108,5;179,45;80,77;27,73;25,56;309;17,99;73,09;18,1;87,6666666666667;17,9666666666667;783,9333333;9,562222222
"283";"7730_2_A";"c";"c";"23.05.2019";"20.06.2019";28;"yes";450,1;108,38;197,73;72,06;36,32;33,51;553;17,03;79,23;16,75;126;16;935,7666667;8,688055556
"284";"7730_2_A";"c";"c";"23.05.2019";"20.06.2019";28;"no";450;108,36;223,07;68,26;40,1;37,01;553;17,03;79,23;16,75;126;16;935,7666667;8,688055556
"285";"7730_2_F";"c";"a";"23.05.2019";"20.06.2019";28;"yes";450,4;108,46;270,18;83,84;24,62;22,7;593;16,81;77,16;16,4;125;15,9666666666667;943,1;8,679444444
"286";"7730_2_F";"c";"a";"23.05.2019";"20.06.2019";28;"no";450;108,36;341,36;82,2;26,16;24,14;593;16,81;77,16;16,4;125;15,9666666666667;943,1;8,679444444
"287";"7730_2_U";"c";"d";"24.05.2019";"20.06.2019";27;"yes";449,8;108,31;287,39;83,96;24,35;22,48;524;18,8;70,14;18,39;120,333333333333;16,3;885;8,8975
"288";"7730_2_U";"c";"d";"24.05.2019";"20.06.2019";27;"no";449,6;108,26;328,33;90,56;17,7;16,35;524;18,8;70,14;18,39;120,333333333333;16,3;885;8,8975
"289";"7835_1_F";"c";"a";"16.05.2019";"12.06.2019";27;"yes";449,6;108,26;148,27;55,39;52,87;48,84;509;15,49;78,19;16,67;123,333333333333;17,5;945,7666667;9,789722222
"290";"7835_1_F";"c";"a";"16.05.2019";"12.06.2019";27;"no";450,7;108,53;325,7;77,56;30,97;28,53;509;15,49;78,19;16,67;123,333333333333;17,5;945,7666667;9,789722222
"291";"7835_1_G";"c";"b";"16.05.2019";"12.06.2019";27;"yes";450,1;108,38;198,21;86,22;22,16;20,45;503;15,27;82,03;16,97;123,666666666667;17,5333333333333;942,2333333;9,816944444
"292";"7835_1_G";"c";"b";"16.05.2019";"12.06.2019";27;"no";450,2;108,41;254,32;70,42;37,99;35,04;503;15,27;82,03;16,97;123,666666666667;17,5333333333333;942,2333333;9,816944444
"293";"7835_1_U";"c";"d";"16.05.2019";"12.06.2019";27;"yes";450,7;108,53;292,21;80,17;28,36;26,13;510;15,59;75,58;17,54;125,666666666667;17,5333333333333;957,9666667;9,894166667
"294";"7835_1_U";"c";"d";"16.05.2019";"12.06.2019";27;"no";449,7;108,29;263,04;59,53;48,76;45,03;510;15,59;75,58;17,54;125,666666666667;17,5333333333333;957,9666667;9,894166667
"295";"7837_4_A";"a";"c";"15.05.2019";"13.06.2019";29;"yes";450,5;108,48;83,34;28,94;79,54;73,32;569;15,24;77,63;16,47;143;16,5333333333333;1040,533333;8,849166667
"296";"7837_4_A";"a";"c";"15.05.2019";"13.06.2019";29;"no";449,5;108,24;214,09;75,92;32,32;29,86;569;15,24;77,63;16,47;143;16,5333333333333;1040,533333;8,849166667
"297";"7837_4_F";"a";"a";"15.05.2019";"13.06.2019";29;"yes";450;108,36;145,67;69,12;39,24;36,21;557;14,32;82,71;15,52;137;16,6;1022,833333;8,914722222
"298";"7837_4_F";"a";"a";"15.05.2019";"13.06.2019";29;"no";450,6;108,5;237,61;84,24;24,26;22,36;557;14,32;82,71;15,52;137;16,6;1022,833333;8,914722222
"299";"7837_4_U";"a";"d";"15.05.2019";"13.06.2019";29;"yes";450,6;108,5;108,1;44,39;64,11;59,09;595;14,86;75,73;16,36;155,666666666667;16,4;1073,6;8,765277778
"300";"7837_4_U";"a";"d";"15.05.2019";"13.06.2019";29;"no";449,7;108,29;212,58;59,71;48,58;44,86;595;14,86;75,73;16,36;155,666666666667;16,4;1073,6;8,765277778
"301";"7935_2_A";"c";"c";"14.05.2019";"15.06.2019";32;"yes";450,5;108,48;110,94;84,72;23,76;21,9;558;15,64;75,6;17,23;131,333333333333;16,4;1050,966667;9,013333333
"302";"7935_2_A";"c";"c";"14.05.2019";"15.06.2019";32;"no";450,4;108,46;169,9;76,74;31,72;29,24;558;15,64;75,6;17,23;131,333333333333;16,4;1050,966667;9,013333333
"303";"7935_2_F";"c";"a";"14.05.2019";"15.06.2019";32;"yes";450,3;108,43;147,66;49,04;59,39;54,77;551;14,21;83,62;15,34;132;16,6333333333333;1024,066667;9,296666667
"304";"7935_2_F";"c";"a";"14.05.2019";"15.06.2019";32;"no";450,1;108,38;291,44;74,34;34,04;31,41;551;14,21;83,62;15,34;132;16,6333333333333;1024,066667;9,296666667
"305";"7935_2_U";"c";"d";"14.05.2019";"15.06.2019";32;"yes";449,9;108,34;156,32;57;51,34;47,39;553;15,35;75,41;16,68;131;16,4666666666667;1045,133333;9,053055556
"306";"7935_2_U";"c";"d";"14.05.2019";"15.06.2019";32;"no";450,6;108,5;118,23;33,99;74,51;68,67;553;15,35;75,41;16,68;131;16,4666666666667;1045,133333;9,053055556
"307";"8030_1_A";"b";"c";"23.05.2019";"19.06.2019";27;"yes";450,2;108,41;336,45;81,17;27,24;25,13;638;17,1;78,47;19,35;119;15,9333333333333;1012,333333;8,459444444
"308";"8030_1_A";"b";"c";"23.05.2019";"19.06.2019";27;"no";450,3;108,43;323,61;84,55;23,88;22,03;638;17,1;78,47;19,35;119;15,9333333333333;1012,333333;8,459444444
"309";"8030_1_F";"b";"a";"23.05.2019";"20.06.2019";28;"yes";449,5;108,24;347,95;84,39;23,85;22,03;650;17,19;76,85;17,73;120;15,8666666666667;1024,8;8,385833333
"310";"8030_1_F";"b";"a";"23.05.2019";"20.06.2019";28;"no";449,8;108,31;319,1;81,77;26,54;24,51;650;17,19;76,85;17,73;120;15,8666666666667;1024,8;8,385833333
"311";"8030_1_G";"b";"b";"23.05.2019";"19.06.2019";27;"yes";449,8;108,31;319,78;77,77;30,54;28,2;636;16,26;75,81;15,82;118,333333333333;15,9;1011,4;8,468611111
"312";"8030_1_G";"b";"b";"23.05.2019";"19.06.2019";27;"no";450;108,36;326,92;80,23;28,13;25,96;636;16,26;75,81;15,82;118,333333333333;15,9;1011,4;8,468611111
"313";"8130_2_A";"a";"c";"16.05.2019";"12.06.2019";27;"yes";450;108,36;281,73;69,13;39,23;36,2;724;13,6;82,53;15,07;120,333333333333;15,4666666666667;1097,366667;8,193611111
"314";"8130_2_A";"a";"c";"16.05.2019";"12.06.2019";27;"no";450;108,36;210,37;50,74;57,62;53,17;724;13,6;82,53;15,07;120,333333333333;15,4666666666667;1097,366667;8,193611111
"315";"8130_2_F";"a";"a";"16.05.2019";"12.06.2019";27;"yes";449,5;108,24;274,09;67,25;40,99;37,87;776;12,89;83,52;14,3;127,333333333333;15,1666666666667;1161,333333;7,925
"316";"8130_2_F";"a";"a";"16.05.2019";"12.06.2019";27;"no";450,5;108,48;350,57;80,75;27,73;25,56;776;12,89;83,52;14,3;127,333333333333;15,1666666666667;1161,333333;7,925
"317";"8130_2_G";"a";"b";"17.05.2019";"12.06.2019";26;"yes";450,2;108,41;126,77;29,98;78,43;72,35;742;13,72;82,42;15,01;130,666666666667;15,0666666666667;1189,666667;7,878333333
"318";"8130_2_G";"a";"b";"17.05.2019";"12.06.2019";26;"no";449,7;108,29;165,25;42,72;65,57;60,55;742;13,72;82,42;15,01;130,666666666667;15,0666666666667;1189,666667;7,878333333
"319";"8131_3_F";"c";"a";"29.05.2019";"19.06.2019";21;"yes";450,1;108,38;206,59;73,94;34,44;31,78;761;15,77;77,77;14,92;127,666666666667;15,4666666666667;1143,2;8,255833333
"320";"8131_3_F";"c";"a";"29.05.2019";"19.06.2019";21;"no";450,5;108,48;248,89;81,37;27,11;24,99;761;15,77;77,77;14,92;127,666666666667;15,4666666666667;1143,2;8,255833333
"321";"8131_3_G";"c";"b";"24.05.2019";"19.06.2019";26;"yes";449,5;108,24;154,8;49,36;58,88;54,4;730;16,17;80,93;15,84;127,666666666667;15,4666666666667;1143,2;8,255833333
"322";"8131_3_G";"c";"b";"24.05.2019";"19.06.2019";26;"no";450,3;108,43;243,44;65,35;43,08;39,73;730;16,17;80,93;15,84;127,666666666667;15,4666666666667;1143,2;8,255833333
"323";"8131_3_U";"c";"d";"24.05.2019";"19.06.2019";26;"yes";449,5;108,24;169,49;71,38;36,86;34,05;728;17,23;74,48;16,78;127;15,5333333333333;1123,466667;8,301666667
"324";"8131_3_U";"c";"d";"24.05.2019";"19.06.2019";26;"no";450,2;108,41;242,88;73,77;34,64;31,95;728;17,23;74,48;16,78;127;15,5333333333333;1123,466667;8,301666667
"325";"8141_2_F";"c";"a";"15.05.2019";"19.06.2019";35;"yes";450,5;108,48;87,45;69,01;39,47;36,38;620;15,97;81,67;17,95;166,666666666667;16,4;1369,566667;8,756666667
"326";"8141_2_F";"c";"a";"15.05.2019";"19.06.2019";35;"no";450,4;108,46;144,89;61,54;46,92;43,26;620;15,97;81,67;17,95;166,666666666667;16,4;1369,566667;8,756666667
"327";"8141_2_G";"c";"b";"14.05.2019";"19.06.2019";36;"yes";450,5;108,48;52,54;45,9;62,58;57,69;612;17,08;73,78;19,35;170;16,3666666666667;1420,4;8,794722222
"328";"8141_2_G";"c";"b";"14.05.2019";"19.06.2019";36;"no";450,1;108,38;120,96;56,18;52,2;48,17;612;17,08;73,78;19,35;170;16,3666666666667;1420,4;8,794722222
"329";"8141_2_U";"c";"d";"15.05.2019";"19.06.2019";35;"yes";449,8;108,31;106,73;90,41;17,9;16,53;616;17,28;70,36;19,54;170;16,5333333333333;1467,5;8,951388889
"330";"8141_2_U";"c";"d";"15.05.2019";"19.06.2019";35;"no";449,9;108,34;143,13;79,31;29,03;26,79;616;17,28;70,36;19,54;170;16,5333333333333;1467,5;8,951388889
"331";"8229_2_F";"c";"a";"17.05.2019";"13.06.2019";27;"yes";449,8;108,31;251,34;56,19;52,12;48,12;807;14,43;76,11;15,59;141,333333333333;15,2;1221,2;7,868888889
"332";"8229_2_F";"c";"a";"17.05.2019";"13.06.2019";27;"no";450,2;108,41;346,06;77,21;31,2;28,78;807;14,43;76,11;15,59;141,333333333333;15,2;1221,2;7,868888889
"333";"8229_2_G";"c";"b";"17.05.2019";"13.06.2019";27;"yes";450,8;108,55;154,84;44,06;64,49;59,41;769;15,57;77,36;15,99;135,333333333333;15,3;1200,2;7,9375
"334";"8229_2_G";"c";"b";"17.05.2019";"13.06.2019";27;"no";449,7;108,29;146,14;35,42;72,87;67,29;769;15,57;77,36;15,99;135,333333333333;15,3;1200,2;7,9375
"335";"8229_2_U";"c";"d";"17.05.2019";"13.06.2019";27;"yes";450,3;108,43;144,51;45,28;63,15;58,24;749;15,48;75,01;15,9;145,333333333333;15,2333333333333;1225,133333;7,849722222
"336";"8229_2_U";"c";"d";"17.05.2019";"13.06.2019";27;"no";450;108,36;252,36;68,83;39,53;36,48;749;15,48;75,01;15,9;145,333333333333;15,2333333333333;1225,133333;7,849722222
"337";"8235_1_F";"c";"a";"13.05.2019";"12.06.2019";30;"yes";450,2;108,41;249,29;74,47;33,94;31,31;652;13,71;82,59;15,3;181,666666666667;15,9;1452,333333;8,331388889
"338";"8235_1_F";"c";"a";"13.05.2019";"12.06.2019";30;"no";450,1;108,38;151,27;66,74;41,64;38,42;652;13,71;82,59;15,3;181,666666666667;15,9;1452,333333;8,331388889
"339";"8235_1_G";"c";"b";"11.05.2019";"12.06.2019";32;"yes";450,8;108,55;196,2;61,69;46,86;43,17;650;13,92;78,37;15,77;181,666666666667;15,9;1452,333333;8,331388889
"340";"8235_1_G";"c";"b";"11.05.2019";"12.06.2019";32;"no";450,4;108,46;144,21;63,54;44,92;41,41;650;13,92;78,37;15,77;181,666666666667;15,9;1452,333333;8,331388889
"341";"8235_1_U";"c";"d";"11.05.2019";"12.06.2019";32;"yes";450,6;108,5;26,47;22,3;86,2;79,45;715;NA;NA;NA;185,666666666667;15,5333333333333;1532,633333;8,067222222
"342";"8235_1_U";"c";"d";"11.05.2019";"12.06.2019";32;"no";450,6;108,5;56,9;46,49;62,01;57,15;715;NA;NA;NA;185,666666666667;15,5333333333333;1532,633333;8,067222222
"343";"8240_2_F";"c";"a";"15.05.2019";"19.06.2019";35;"yes";449,5;108,24;157,46;84,08;24,16;22,32;786;16,42;74,28;18,65;207,666666666667;14,8;1801;7,080833333
"344";"8240_2_F";"c";"a";"15.05.2019";"19.06.2019";35;"no";449,9;108,34;128,16;44,48;63,86;58,94;786;16,42;74,28;18,65;207,666666666667;14,8;1801;7,080833333
"345";"8240_2_G";"c";"b";"15.05.2019";"19.06.2019";35;"yes";450,2;108,41;104,36;80,39;28,02;25,85;539;17,22;74,36;19,58;170,666666666667;16,6;1525,4;8,473333333
"346";"8240_2_G";"c";"b";"15.05.2019";"19.06.2019";35;"no";449,8;108,31;159,37;67,05;41,26;38,1;539;17,22;74,36;19,58;170,666666666667;16,6;1525,4;8,473333333
"347";"8240_2_U";"c";"d";"15.05.2019";"21.06.2019";37;"yes";450,6;108,5;105,74;92,91;15,59;14,37;543;16,77;72,01;19,31;173;16,4666666666667;1537,933333;8,349722222
"348";"8240_2_U";"c";"d";"15.05.2019";"21.06.2019";37;"no";450,4;108,46;112,72;86,3;22,16;20,43;543;16,77;72,01;19,31;173;16,4666666666667;1537,933333;8,349722222
"349";"8243_1_F";"a";"a";"18.05.2019";"20.06.2019";33;"yes";450,5;108,48;139,47;61,08;47,4;43,69;933;15,74;77,44;17,12;213,333333333333;13,7666666666667;1961,433333;6,776944444
"350";"8243_1_F";"a";"a";"18.05.2019";"20.06.2019";33;"no";450;108,36;316,08;88,24;20,12;18,57;933;15,74;77,44;17,12;213,333333333333;13,7666666666667;1961,433333;6,776944444
"351";"8243_1_G";"a";"b";"18.05.2019";"20.06.2019";33;"yes";450;108,36;89,1;50,92;57,44;53,01;456;17,96;74,67;19,52;144,333333333333;16,6;1370,866667;9,148611111
"352";"8243_1_G";"a";"b";"18.05.2019";"20.06.2019";33;"no";450;108,36;137,93;61,91;46,45;42,87;456;17,96;74,67;19,52;144,333333333333;16,6;1370,866667;9,148611111
"353";"8243_1_U";"a";"d";"18.05.2019";"20.06.2019";33;"yes";450;108,36;169,31;86,47;21,89;20,2;474;18,6;72,92;20,23;140;16,6666666666667;1292,6;9,150277778
"354";"8243_1_U";"a";"d";"18.05.2019";"20.06.2019";33;"no";450;108,36;174,04;71,89;36,47;33,66;474;18,6;72,92;20,23;140;16,6666666666667;1292,6;9,150277778
"355";"8343_4_F";"a";"a";"18.05.2019";"20.06.2019";33;"yes";449,9;108,34;165,99;92,31;16,03;14,79;842;17,69;70,29;19,02;154;14,8666666666667;1752,933333;7,549722222
"356";"8343_4_F";"a";"a";"18.05.2019";"20.06.2019";33;"no";450,2;108,41;175,83;94,11;14,3;13,19;842;17,69;70,29;19,02;154;14,8666666666667;1752,933333;7,549722222
"357";"8343_4_G";"a";"b";"18.05.2019";"20.06.2019";33;"yes";449,9;108,34;118,85;68,76;39,58;36,53;597;16,98;76,51;18,44;139;16,2666666666667;1556,2;8,644722222
"358";"8343_4_G";"a";"b";"18.05.2019";"20.06.2019";33;"no";450;108,36;148,83;73,9;34,46;31,8;597;16,98;76,51;18,44;139;16,2666666666667;1556,2;8,644722222
